Data Format	Access	Associated Entities Entity Submitter Id	Associated Entities Entity Type	Associated Entities Case Id	Associated Entities Entity Id	File Name	Submitter Id	Data Category	Analysis Workflow Version	Analysis Input Files Data Format	Analysis Input Files Proportion Reads Mapped	Analysis Input Files Total Reads	Analysis Input Files Access	Analysis Input Files File Name	Analysis Input Files Proportion Base Mismatch	Analysis Input Files Proportion Reads Duplicated	Analysis Input Files Submitter Id	Analysis Input Files Data Category	Analysis Input Files Platform	Analysis Input Files File Size	Analysis Input Files Created Datetime	Analysis Input Files Average Base Quality	Analysis Input Files Md5sum	Analysis Input Files Updated Datetime	Analysis Input Files File Id	Analysis Input Files Pairs On Diff Chr	Analysis Input Files Data Type	Analysis Input Files Average Insert Size	Analysis Input Files Average Read Length	Analysis Input Files State	Analysis Input Files Experimental Strategy	Analysis Updated Datetime	Analysis Workflow Link	Analysis Submitter Id	Analysis State	Analysis Workflow Type	Analysis Analysis Id	Analysis Created Datetime	File Size	Md5sum	File Id	Data Type	State	Experimental Strategy	Annotations Entity Submitter Id	Annotations Notes	Annotations Submitter Id	Annotations Classification	Annotations Entity Id	Annotations Created Datetime	Annotations Annotation Id	Annotations Entity Type	Annotations Updated Datetime	Annotations Case Id	Annotations State	Annotations Category	Annotations Status
TSV	open	TCGA-HZ-7918-01A-11R-2156-07	aliquot	620e0648-ec20-4a12-a6cb-5546fe829c77	b740efb3-f63b-4c0c-b6cd-4c0ceb7b8100	6813be8f-c90b-4505-9293-ed370e771ccf.rna_seq.augmented_star_gene_counts.tsv	83afd3ed-3909-4b03-9298-3124fba61073	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9572357621783727	149449688	controlled	6813be8f-c90b-4505-9293-ed370e771ccf.rna_seq.genomic.gdc_realn.bam	0.00306658		e6d5ecf6-78e0-4eee-8ca6-37beb1d1fca1	Sequencing Reads	Illumina	7470027976	2021-12-13T19:15:29.132780-06:00	37	c974501f659cfb1228dd9511fb48e66e	2022-01-19T14:08:26.678323-06:00	61900d48-1baa-4f2a-92ed-907247b1613a	216475	Aligned Reads	1278	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	6813be8f-c90b-4505-9293-ed370e771ccf_star__counts	released	STAR - Counts	9901bcb2-a22a-4801-9780-217246eab2d4	2021-12-13T19:51:26.467640-06:00	4241169	f80ead63329f84fade11c2e856b8a5ec	649f4d81-a634-4734-ba31-bdeb0877312a	Gene Expression Quantification	released	RNA-Seq	TCGA-HZ-7918	Per the PAAD EPC, this tumor is an acinar cell carcinoma	23140	Notification	620e0648-ec20-4a12-a6cb-5546fe829c77	2014-10-15T00:00:00	050203a0-12ab-5025-973d-e070d94f722b	case	2018-08-23T16:28:11.210272-05:00	620e0648-ec20-4a12-a6cb-5546fe829c77	released	Item does not meet study protocol	Approved
TSV	open	TCGA-HZ-A9TJ-06A-11R-A41B-07	aliquot	94cd2278-7c76-423b-a44b-564776211a07	54c3933f-3d7a-41bc-9909-593ba5cff618	e8edb04f-5c1b-423e-8f84-7bc77a5de9a8.rna_seq.augmented_star_gene_counts.tsv	5aad703f-1f18-4290-a278-4321d2d393f5	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9739728592477238	130893940	controlled	e8edb04f-5c1b-423e-8f84-7bc77a5de9a8.rna_seq.genomic.gdc_realn.bam	0.002388467		39089a3c-b0f8-4aab-9a3d-c7c2179c9d34	Sequencing Reads	Illumina	6519645950	2021-12-13T19:19:57.766988-06:00	37	75f430f0d4de413fd4c90e5bf29c4bd8	2022-01-19T14:08:26.678323-06:00	b7bd359b-139f-44dc-b582-8dd8ccab7a05	255882	Aligned Reads	1010	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	e8edb04f-5c1b-423e-8f84-7bc77a5de9a8_star__counts	released	STAR - Counts	bb7dd5d6-3dbe-4de0-b836-f3833849c1da	2021-12-13T19:47:36.111588-06:00	4241482	693c55afe97571d18d6d488204331443	6f4f4820-7c49-4b48-af6f-a2ab17347da7	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-3A-A9IN-01A-11R-A39D-07	aliquot	dd5074b2-462d-4267-8b9b-5a4c54e5978c	b99146ef-3f38-42f4-aa4b-08543a5ae7d9	57399a31-429d-47de-9bc6-bab6e816aa91.rna_seq.augmented_star_gene_counts.tsv	4bb6e0f9-37b7-4968-a9ec-b284aa468825	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.968548293247889	118842390	controlled	57399a31-429d-47de-9bc6-bab6e816aa91.rna_seq.genomic.gdc_realn.bam	0.002022996		723a1700-2ab1-4b7a-af55-b19920462b4e	Sequencing Reads	Illumina	5662700903	2021-12-13T19:14:38.179697-06:00	37	f564572642df67c28d59cba9f18cbf5f	2022-01-19T14:08:26.678323-06:00	335d0e55-1492-4a67-8c96-8adb8ef7229f	146659	Aligned Reads	916	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	57399a31-429d-47de-9bc6-bab6e816aa91_star__counts	released	STAR - Counts	12e204ef-0370-4ff7-994a-65dbf34d5dde	2021-12-13T19:48:42.925947-06:00	4239959	e1893892819682f6cf71d8528519e238	024ade99-be76-426d-b392-bdd488eed535	Gene Expression Quantification	released	RNA-Seq	TCGA-3A-A9IN	This case is a neuroendocrine tumor and should not have been included in the PAAD study	23133	Notification	dd5074b2-462d-4267-8b9b-5a4c54e5978c	2014-10-15T00:00:00	bdb1706c-4815-5400-9265-3044aa7cc5af	case	2018-08-23T16:32:20.747393-05:00	dd5074b2-462d-4267-8b9b-5a4c54e5978c	released	Item does not meet study protocol	Approved
TSV	open	TCGA-FB-AAPQ-01A-11R-A41B-07	aliquot	ecdd0e44-0add-4a08-a3f8-ab2f51df7afd	c677782e-02d1-42cf-ba27-cc1d1b90b915	033fbcc1-7984-4946-ba49-cd58bb641b0b.rna_seq.augmented_star_gene_counts.tsv	f596762a-fa92-4f74-a50e-a3d4230db5c9	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9082166723275611	72632810	controlled	033fbcc1-7984-4946-ba49-cd58bb641b0b.rna_seq.genomic.gdc_realn.bam	0.002265384		fead2b07-0961-467c-b900-5a3eb5dc3d3c	Sequencing Reads	Illumina	3298608359	2021-12-13T19:12:23.855450-06:00	37	d2feec88bb395b70013b9019a1108727	2022-01-19T14:08:26.678323-06:00	9014de57-e725-4243-98ad-b1b2598802cf	105296	Aligned Reads	1052	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	033fbcc1-7984-4946-ba49-cd58bb641b0b_star__counts	released	STAR - Counts	d9d428ea-b094-4c05-9a93-67f629c328b9	2021-12-13T19:52:03.128866-06:00	4215065	48b8b3515fd4c66ac0a20352437af91d	1a96328e-49a7-4655-abcd-d463138f457f	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-FB-A4P6-01A-12R-A26U-07	aliquot	9246c642-3231-4137-a24b-3efae151b655	2b739abb-14ae-40bd-bab6-80d469f92f0d	ac1c16e5-e009-400a-8294-4a37d16982a0.rna_seq.augmented_star_gene_counts.tsv	9921b84e-2b4c-480d-9b32-17036a3dfd54	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9731953397335339	78173384	controlled	ac1c16e5-e009-400a-8294-4a37d16982a0.rna_seq.genomic.gdc_realn.bam	0.002103221		1ca5658a-eda5-4900-b8d9-9ed6654f9062	Sequencing Reads	Illumina	3751991013	2021-12-13T19:18:19.630660-06:00	38	f07981b440b73443fe09dbc160826e4b	2022-01-19T14:08:26.678323-06:00	653f3c1b-9f9f-4059-ba3d-3300f5947f29	179307	Aligned Reads	1373	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	ac1c16e5-e009-400a-8294-4a37d16982a0_star__counts	released	STAR - Counts	f55bea18-a210-49d9-8ce3-5be81bb0f0c7	2021-12-13T19:47:11.741543-06:00	4234447	ec00014faa62e128bf342082b28675f1	2ef39ad3-7a20-43f7-8dc2-6997a89d3077	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-2J-AAB6-01A-11R-A41B-07	aliquot	70797499-16e6-48cc-8ae4-1e692713dad3	a737c8ad-5796-47f9-8505-4e7fb2a297ed	1759258a-e562-458b-ba00-de2d766db773.rna_seq.augmented_star_gene_counts.tsv	78ba4f93-bffa-4ecb-b6e8-63f0a2200976	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9920066540343009	97403766	controlled	1759258a-e562-458b-ba00-de2d766db773.rna_seq.genomic.gdc_realn.bam	0.001736516		9205edca-b726-4768-a310-9f348502cc1f	Sequencing Reads	Illumina	4448208801	2021-12-13T19:13:03.167054-06:00	38	95a9aebcb7bfd9cf3036b01fa093729c	2022-01-19T14:08:26.678323-06:00	f3b47988-b896-48e2-a72d-4174773a1652	113292	Aligned Reads	974	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	1759258a-e562-458b-ba00-de2d766db773_star__counts	released	STAR - Counts	d22803f1-c757-4eea-a986-b10c03da40b5	2021-12-13T19:49:32.933418-06:00	4227874	7d0fcb6e25551bdceb29417f28dba2fe	75bca18c-55fd-4c78-bcac-543d64d55c28	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-FB-AAQ0-01A-31R-A41B-07	aliquot	81b6b844-d760-4146-9b01-1c4b2596eb77	5f0f8fbb-4f3c-4786-9cb5-4faf8263a813	907768c7-70e3-4141-bc94-589d46e93b85.rna_seq.augmented_star_gene_counts.tsv	a20e7f36-7e10-4ba8-8a58-9a6ef170e700	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9881057244099104	101261232	controlled	907768c7-70e3-4141-bc94-589d46e93b85.rna_seq.genomic.gdc_realn.bam	0.001688827		5899a1a6-5f4a-4f01-b72b-3cb8363619bc	Sequencing Reads	Illumina	4494590755	2021-12-13T19:17:08.326124-06:00	38	b6b3e5b4272d5f46ba12e0f73d2fdedc	2022-01-19T14:08:26.678323-06:00	616e89fd-cca3-442f-b05f-12d39b25e117	203529	Aligned Reads	844	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	907768c7-70e3-4141-bc94-589d46e93b85_star__counts	released	STAR - Counts	dfa2619f-5125-4848-ae16-6bd0c0460946	2021-12-13T19:48:20.435210-06:00	4229862	f64474ebdc07fbc36a4c92c6c859c075	df0db454-9793-42df-aeb3-23ca4a105ccb	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-IB-AAUO-01A-12R-A38C-07	aliquot	869e61d6-fbbf-4ca2-be1a-57b82a03c7a1	e6193af8-e8a4-4af7-8279-59f46c5502ba	2b532c49-f23c-4515-a36c-8f6f282797de.rna_seq.augmented_star_gene_counts.tsv	8eb649aa-c3a8-4581-ad95-33a35625685c	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9625545732688187	127891826	controlled	2b532c49-f23c-4515-a36c-8f6f282797de.rna_seq.genomic.gdc_realn.bam	0.002182195		7ce0c734-326c-4fd5-96aa-29d242a63b99	Sequencing Reads	Illumina	6342455637	2021-12-13T19:13:38.704306-06:00	37	eabcf6a87a58bfcea645865ef222f6f9	2022-01-19T14:08:26.678323-06:00	b8861193-bd0b-4e6c-888d-125743c0618d	201299	Aligned Reads	916	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	2b532c49-f23c-4515-a36c-8f6f282797de_star__counts	released	STAR - Counts	3fc1316e-1ff0-4e65-9c91-ca455a47ad2c	2021-12-13T19:48:56.637397-06:00	4241679	e77f94c6f6fe727a969198e518df07ac	1985d153-e7f9-44e7-99f9-d71b5d4d565e	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-FB-A4P5-01A-11R-A26U-07	aliquot	b2e29f26-29af-4e2d-84dd-c513b4a07c70	1cdadacf-34ad-464a-9faa-d501e2caab06	8ccaefb1-3db4-464e-8559-d5bb0e0933eb.rna_seq.augmented_star_gene_counts.tsv	0a946929-287b-4292-8278-16c415294717	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9622177249682334	77131512	controlled	8ccaefb1-3db4-464e-8559-d5bb0e0933eb.rna_seq.genomic.gdc_realn.bam	0.002511922		0db29c5d-5d8f-4653-bf16-37cf69b64a7d	Sequencing Reads	Illumina	3705651378	2021-12-13T19:17:02.439169-06:00	38	93140b05d536d6ef489876f57d148b06	2022-01-19T14:08:26.678323-06:00	2a65e49c-9943-4a09-85f5-34cea81bb984	137273	Aligned Reads	1286	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	8ccaefb1-3db4-464e-8559-d5bb0e0933eb_star__counts	released	STAR - Counts	29c98eae-b10e-472b-b495-529050764a2a	2021-12-13T19:46:51.701951-06:00	4231405	10fa2bbf078f3c15788d0a4051c2b377	8fafe83c-9f15-40c7-ae4e-f1955b8d17ee	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-IB-7654-01A-11R-2156-07	aliquot	65e5bf5f-f22a-4ec2-8839-aeda37212b98	c891ca94-dfb0-4932-95ea-b2f1858b43b8	a5f518f1-22ba-4a2c-8664-d37aba0bf679.rna_seq.augmented_star_gene_counts.tsv	912451b7-8533-4147-a5e5-cb9bff81abe2	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9879589676684429	196085762	controlled	a5f518f1-22ba-4a2c-8664-d37aba0bf679.rna_seq.genomic.gdc_realn.bam	0.002552511		9054a08a-4b2c-4f39-82e0-5073b932b380	Sequencing Reads	Illumina	10364532875	2021-12-13T19:17:57.718630-06:00	37	1af592a4a8ea29f19b83fdd73e01b763	2022-01-19T14:08:26.678323-06:00	aaf2f341-1fd0-4497-9728-89086338f5f1	509712	Aligned Reads	1426	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	a5f518f1-22ba-4a2c-8664-d37aba0bf679_star__counts	released	STAR - Counts	dcbbb562-a3ac-4e58-913b-930629efe91f	2021-12-13T19:49:29.437101-06:00	4247883	905ec2318ede1f0e4fff2c3ec98553e9	bed2a207-15f0-4837-9ba0-6638051df824	Gene Expression Quantification	released	RNA-Seq	TCGA-IB-7654	systemic treatment given to the prior/other malignancy	20740	Notification	65e5bf5f-f22a-4ec2-8839-aeda37212b98	2014-06-16T00:00:00	6dae1406-1495-5565-8c0f-f3e210dd978a	case	2018-08-23T16:32:20.747393-05:00	65e5bf5f-f22a-4ec2-8839-aeda37212b98	released	History of unacceptable prior treatment related to a prior/other malignancy	Approved
TSV	open	TCGA-HZ-7919-01A-11R-2156-07	aliquot	2faea98a-edf7-4e92-bfb7-f91a36259872	db7af625-8bd4-4490-8a1c-97cfda2221d1	6dfb777e-74f0-419c-9af3-ec7bbb9047c5.rna_seq.augmented_star_gene_counts.tsv	300128a9-b752-45c6-a081-55e8911817fb	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9526949792583165	136287394	controlled	6dfb777e-74f0-419c-9af3-ec7bbb9047c5.rna_seq.genomic.gdc_realn.bam	0.002771334		5547f5ad-0710-447e-8f4c-a1df6d4908d0	Sequencing Reads	Illumina	6786638639	2021-12-13T19:15:39.238061-06:00	37	002cfdc6cc1634772dba6e9b2bccf8eb	2022-01-19T14:08:26.678323-06:00	6ca9eb32-6cdd-454e-a9f9-e1839d67f559	217329	Aligned Reads	1146	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	6dfb777e-74f0-419c-9af3-ec7bbb9047c5_star__counts	released	STAR - Counts	1e4a943a-91a8-4198-b7e8-f67bdbfc11ad	2021-12-13T19:48:16.680999-06:00	4245052	b5f36dab42b097ea897b42a5893fcbae	f624a728-7487-4621-8453-ee758398b506	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-3A-A9IH-01A-12R-A39D-07	aliquot	10f0d40b-c4c4-441b-9cfb-bef5e44aa91e	7593746a-940c-4867-97b7-35fbe564d57d	d789b349-f74b-4910-b797-625b2e1cc22a.rna_seq.augmented_star_gene_counts.tsv	b63fdb80-af36-4b79-9a1f-e80ae4e12f77	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9530160515871007	149102390	controlled	d789b349-f74b-4910-b797-625b2e1cc22a.rna_seq.genomic.gdc_realn.bam	0.00218513		91857938-ae6c-4cfc-b6dd-d4a6f4c8e621	Sequencing Reads	Illumina	7280682880	2021-12-13T19:19:27.199348-06:00	37	6574ef26a506403893805023b04f3cc8	2022-01-19T14:08:26.678323-06:00	1c82d863-205a-402d-8339-ae8280cfdb42	246413	Aligned Reads	1152	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	d789b349-f74b-4910-b797-625b2e1cc22a_star__counts	released	STAR - Counts	a0c98600-a2f0-4d5d-866f-794bdeec920f	2021-12-13T19:49:31.523510-06:00	4245587	979b87ce6944896b4b89beac119b5d90	1500117c-5da7-43ba-8453-64d20170eb86	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-XN-A8T3-01A-11R-A36G-07	aliquot	dd7bcdd8-1660-4dab-9860-9d136c4cee77	b2323204-612b-44a0-a268-ac8f07f01462	8a0383a7-bb13-4a38-9c88-842421b30a29.rna_seq.augmented_star_gene_counts.tsv	a8408fb8-7029-41fa-aba6-9dd2cbdd63b6	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9304574127193869	116876986	controlled	8a0383a7-bb13-4a38-9c88-842421b30a29.rna_seq.genomic.gdc_realn.bam	0.004581399		76f93948-69fd-4754-b046-d22bcd8adce4	Sequencing Reads	Illumina	7021655424	2021-12-13T19:16:55.426681-06:00	36	2788d03d8fb6c788e044441aa695df2d	2022-01-19T14:08:26.678323-06:00	a3744f89-ba50-48fc-a178-7334d5ac210d	145852	Aligned Reads	1068	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	8a0383a7-bb13-4a38-9c88-842421b30a29_star__counts	released	STAR - Counts	85095356-1589-4bfb-8c70-b4efeccd3874	2021-12-13T19:48:48.279152-06:00	4240854	6c9c0cf850776ecacf3165130fa1e260	89ddb133-8f62-4be4-8569-bf184c94652d	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-F2-A8YN-01A-11R-A37L-07	aliquot	5dbb4642-6636-4d67-9e73-25c7312aec44	f23c75c7-8065-4718-b93c-5b8bc77391fa	92aa0849-b81d-47b7-877a-7e1af6193053.rna_seq.augmented_star_gene_counts.tsv	a7dc11ba-68ac-4caa-8994-3fdca4183bb9	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9526403422694966	114827878	controlled	92aa0849-b81d-47b7-877a-7e1af6193053.rna_seq.genomic.gdc_realn.bam	0.002643281		4c1a8b70-c6f0-461f-9d42-63b920c1c3b0	Sequencing Reads	Illumina	5747662411	2021-12-13T19:17:13.127056-06:00	37	0d18eb92fa49a15a574cd5f6c6cabf3c	2022-01-19T14:08:26.678323-06:00	bdf70deb-bf1b-4abe-8524-3c2489c6b36c	176594	Aligned Reads	1139	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	92aa0849-b81d-47b7-877a-7e1af6193053_star__counts	released	STAR - Counts	e0525f48-63a5-48ac-b17b-827fabc655f8	2021-12-13T19:48:04.231532-06:00	4232700	b497d3a4aebd5dc79388bb52dbef0b78	35e2ac4f-1f27-4c48-9a15-9bb66a81b6ac	Gene Expression Quantification	released	RNA-Seq													
TSV	open	TCGA-H8-A6C1-01A-11R-A32O-07	aliquot	3e09fd70-6464-42f6-96a6-b51d7c298fc5	609eebe3-fa52-4050-b924-76eb776bc6a6	7753edeb-4aba-4ddc-9032-569941d285dd.rna_seq.augmented_star_gene_counts.tsv	ec92c54f-4651-45d2-bbe5-92f4940cbdb0	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9853373352166264	113705798	controlled	7753edeb-4aba-4ddc-9032-569941d285dd.rna_seq.genomic.gdc_realn.bam	0.003333336		1abfdbfa-41fd-46d1-a3b2-5bc58ad1ddfd	Sequencing Reads	Illumina	6535854038	2021-12-13T19:15:59.122234-06:00	36	7fcc414892e4248a4b6eee392fdff5d7	2022-01-19T14:08:26.678323-06:00	5c46e6a5-d25b-4732-bc64-bcf505e3a108	140800	Aligned Reads	990	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	7753edeb-4aba-4ddc-9032-569941d285dd_star__counts	released	STAR - Counts	ae194212-9ef9-422b-ae4b-1ae6d73947c5	2021-12-13T19:47:09.925830-06:00	4239836	75c6df95e330c72f88a1d65a1a1614f0	7ed77068-1209-4a88-8896-201a5fca9cfa	Gene Expression Quantification	released	RNA-Seq	TCGA-H8-A6C1	Per the PAAD EPC, this tumor is atrophic pancreas	23118	Notification	3e09fd70-6464-42f6-96a6-b51d7c298fc5	2014-10-15T00:00:00	ad33dcaa-deeb-5404-8bac-6a823824d1fa	case	2018-08-23T16:32:20.747393-05:00	3e09fd70-6464-42f6-96a6-b51d7c298fc5	released	Item does not meet study protocol	Approved
TSV	open	TCGA-HZ-7924-01A-11R-2156-07	aliquot	ad220f0d-06b7-4dad-a87d-36dff31c8623	6058cfd7-abc1-451e-a445-7c9833b512d7	37fee99c-5651-4d5c-ae20-6cf661b96f68.rna_seq.augmented_star_gene_counts.tsv	bf933b2b-0d3d-44b3-987e-f1ee6dd4c292	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9860237782680942	207590224	controlled	37fee99c-5651-4d5c-ae20-6cf661b96f68.rna_seq.genomic.gdc_realn.bam	0.002684756		ff6af534-df3b-4444-869a-27433e88d2ff	Sequencing Reads	Illumina	11231223095	2021-12-13T19:14:03.235406-06:00	37	88bc31992325f3a98a31357d2990b1ba	2022-01-19T14:08:26.678323-06:00	d3c7f6ce-c736-4eba-b0dd-e5f79ebdfe88	628645	Aligned Reads	1422	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	37fee99c-5651-4d5c-ae20-6cf661b96f68_star__counts	released	STAR - Counts	90217a0c-2c28-4932-9e6c-344372a1dbe6	2021-12-13T19:52:09.282688-06:00	4260822	c7275a6f072c841acb6fa0908dc011fb	6adf699d-16b8-436b-add5-93045cdf9b1b	Gene Expression Quantification	released	RNA-Seq	TCGA-HZ-7924	Per the PAAD EPC, this tumor is normal ampula of Vater	23117	Notification	ad220f0d-06b7-4dad-a87d-36dff31c8623	2014-10-15T00:00:00	1be7d418-81ce-52c4-8feb-7fe23401bf24	case	2018-08-23T16:32:20.747393-05:00	ad220f0d-06b7-4dad-a87d-36dff31c8623	released	Item does not meet study protocol	Approved
TSV	open	TCGA-H6-8124-11A-01R-2404-07	aliquot	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	f542b8ee-9eec-4229-a25c-ba4d9d51723f	a527dbe2-ff8a-4351-9bf8-3477d3c008de.rna_seq.augmented_star_gene_counts.tsv	e21d9e08-d662-4f4f-952f-2c9aed38f1bb	Transcriptome Profiling	5d8c131bbff59fb0c969217fc1d44e6d1503cd1f	BAM	0.9696076999615754	149617370	controlled	a527dbe2-ff8a-4351-9bf8-3477d3c008de.rna_seq.genomic.gdc_realn.bam	0.005737223		ad97c63e-ac58-42ff-b5dd-c77ca2d4fcec	Sequencing Reads	Illumina	7797674876	2021-12-13T19:17:53.665939-06:00	36	83c4b64f3b172eaf6e60501ec49cdf0b	2022-01-19T14:08:26.678323-06:00	e2905896-ded1-47d5-9f50-d91e2e14ad4c	231063	Aligned Reads	1276	48	released	RNA-Seq	2022-01-19T14:08:26.678323-06:00	https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl	a527dbe2-ff8a-4351-9bf8-3477d3c008de_star__counts	released	STAR - Counts	037e3237-1a66-4653-a2b0-a5fa6a41c083	2021-12-13T19:50:02.545429-06:00	4249281	711f8390ee347fe85427f09218afb5b4	f6e10a0d-b15f-46a9-909a-0a9fa7a130bd	Gene Expression Quantification	released	RNA-Seq													
