id	filename	md5	size	state
1500117c-5da7-43ba-8453-64d20170eb86	1500117c-5da7-43ba-8453-64d20170eb86/d789b349-f74b-4910-b797-625b2e1cc22a.rna_seq.augmented_star_gene_counts.tsv	979b87ce6944896b4b89beac119b5d90	4245587	validated
188fd6b9-4291-47c9-bb04-e9e67d4b0465	188fd6b9-4291-47c9-bb04-e9e67d4b0465/2ba18b80-1f6f-4b67-9eae-59c5a932b26b.rna_seq.augmented_star_gene_counts.tsv	88a4f4ab62c55db5db15dfc59eb78c72	4233158	validated
1985d153-e7f9-44e7-99f9-d71b5d4d565e	1985d153-e7f9-44e7-99f9-d71b5d4d565e/2b532c49-f23c-4515-a36c-8f6f282797de.rna_seq.augmented_star_gene_counts.tsv	e77f94c6f6fe727a969198e518df07ac	4241679	validated
1a5d463c-ace6-4ab6-83f4-407cb2d97db7	1a5d463c-ace6-4ab6-83f4-407cb2d97db7/2073f6f6-2f07-4666-af7b-06d06de80540.rna_seq.augmented_star_gene_counts.tsv	4bee9d9c57b91943285454019e22ac35	4231133	validated
1a96328e-49a7-4655-abcd-d463138f457f	1a96328e-49a7-4655-abcd-d463138f457f/033fbcc1-7984-4946-ba49-cd58bb641b0b.rna_seq.augmented_star_gene_counts.tsv	48b8b3515fd4c66ac0a20352437af91d	4215065	validated
1b055aea-842c-4e66-8c0b-0fdbf707809b	1b055aea-842c-4e66-8c0b-0fdbf707809b/da4a86db-baed-4b6f-af38-1d57c92d0c1c.rna_seq.augmented_star_gene_counts.tsv	d611de8dd446f239cda5e76cf2f1cbd5	4240409	validated
1b31e73d-5229-4a65-b629-1371f8aa8b62	1b31e73d-5229-4a65-b629-1371f8aa8b62/ff804715-fce5-49ca-87fa-fc5709227890.rna_seq.augmented_star_gene_counts.tsv	ba9197aa43f0922bdf4c23236af77b0b	4260147	validated
1bccd28f-ef99-486b-b191-e07c17185d57	1bccd28f-ef99-486b-b191-e07c17185d57/b296880d-cf96-4783-9b5c-849bf412ca44.rna_seq.augmented_star_gene_counts.tsv	31c6b53f0b62565f59a77872bc2791b4	4231809	validated
1c49d2cb-2071-473f-a517-2010e28475ab	1c49d2cb-2071-473f-a517-2010e28475ab/002de81c-60f8-4933-a0ea-43701990ac43.rna_seq.augmented_star_gene_counts.tsv	e3e8d365f8ac0491e074fc59eb9120dc	4236056	validated
1e3a2f00-8824-47ca-94ac-cff42deb90f3	1e3a2f00-8824-47ca-94ac-cff42deb90f3/f98219ee-5936-4ed2-8d37-373ad6592e1f.rna_seq.augmented_star_gene_counts.tsv	68d80c88be72ceb134855647a220155e	4228739	validated
215525e7-fa5f-4495-a84d-17cd952dfcd3	215525e7-fa5f-4495-a84d-17cd952dfcd3/d9549977-831c-4e74-a836-a30cee4acf9a.rna_seq.augmented_star_gene_counts.tsv	cb6eaf6867cc84fd91b946e438af07ff	4259958	validated
241606d3-f359-4df7-ba9e-1c2a86c17d10	241606d3-f359-4df7-ba9e-1c2a86c17d10/e55e1abe-7f0d-4cb7-a28a-728443f0423d.rna_seq.augmented_star_gene_counts.tsv	b7d060c518bd07709a19a0f3a5a625c6	4235953	validated
245632c2-f70b-4b31-b4b4-81ff6a860bc4	245632c2-f70b-4b31-b4b4-81ff6a860bc4/90fe6068-0176-4cf8-9fd0-a5eb8d2cc090.rna_seq.augmented_star_gene_counts.tsv	3d3bee77ff276453d7ca57ed9ae1f6d5	4229323	validated
2493df6e-8c76-4557-a7af-6d1264e9dac4	2493df6e-8c76-4557-a7af-6d1264e9dac4/13653fbc-feec-45d3-8b36-badbf813e979.rna_seq.augmented_star_gene_counts.tsv	845d8e2a71c275d4931ae98877a470fb	4240288	validated
25179d11-adde-4105-a3cb-ecfa7ea16b33	25179d11-adde-4105-a3cb-ecfa7ea16b33/6923afa8-522b-4f3d-9614-a7f789f9e379.rna_seq.augmented_star_gene_counts.tsv	2ac2da8251a82277a849a8e5fb907987	4248327	validated
2542cead-e252-4c01-bd34-8cf170d49f4f	2542cead-e252-4c01-bd34-8cf170d49f4f/0b01cc4f-cc4d-4971-8956-1fe5325555df.rna_seq.augmented_star_gene_counts.tsv	dff232cc8a35681011d73df30d9b0dcf	4247835	validated
26842740-dfe2-4b42-b625-1f5719500851	26842740-dfe2-4b42-b625-1f5719500851/8d66e030-d1a9-4948-92e7-4cdbac247c2d.rna_seq.augmented_star_gene_counts.tsv	6cb2bd26512d340d3f1c506f6b7f7731	4236896	validated
284c58ee-b128-4d55-911c-1207d003ce52	284c58ee-b128-4d55-911c-1207d003ce52/87b4e79a-2e86-4b8a-a002-d6df81905fde.rna_seq.augmented_star_gene_counts.tsv	cbdf5987069cf6302f2b383c8f02db36	4242569	validated
2b89b4e4-a150-44cb-b533-4d55272841d6	2b89b4e4-a150-44cb-b533-4d55272841d6/13dbd84c-b0da-45bc-8c6a-8e215672b157.rna_seq.augmented_star_gene_counts.tsv	4042fe5a1e1fe7d4b00e8496f29918af	4214030	validated
2ef39ad3-7a20-43f7-8dc2-6997a89d3077	2ef39ad3-7a20-43f7-8dc2-6997a89d3077/ac1c16e5-e009-400a-8294-4a37d16982a0.rna_seq.augmented_star_gene_counts.tsv	ec00014faa62e128bf342082b28675f1	4234447	validated
30d82c00-417a-42b1-8b59-6815cce20578	30d82c00-417a-42b1-8b59-6815cce20578/63eb80b7-b83d-4937-a2e3-1be163c17bad.rna_seq.augmented_star_gene_counts.tsv	80a6439426287ff02d24c239134a04b1	4237101	validated
330772f0-6c6f-45b6-8b22-342325fbad53	330772f0-6c6f-45b6-8b22-342325fbad53/84d01517-3acf-4b2f-a404-63c2b0f9d6d8.rna_seq.augmented_star_gene_counts.tsv	a646c2b1a09951e5457202f8f7fd29a3	4251039	validated
333abc63-0410-4b63-b64d-11ecb404305e	333abc63-0410-4b63-b64d-11ecb404305e/d04f25f3-9c96-4f44-befe-a68d9e555cc8.rna_seq.augmented_star_gene_counts.tsv	e15c632d655e54f61ec9aaf392e30972	4240544	validated
3386c8d6-43ac-4149-ae83-d6f479bad39a	3386c8d6-43ac-4149-ae83-d6f479bad39a/7fc44145-9e29-4f03-b15a-0d07482aaa9c.rna_seq.augmented_star_gene_counts.tsv	71c420667295f26b3e654fa559a123ce	4245468	validated
34fe7a7d-8120-4527-8d7f-d136f2bb010c	34fe7a7d-8120-4527-8d7f-d136f2bb010c/4aa25d8a-34af-4837-8a17-c83f5f54a2ca.rna_seq.augmented_star_gene_counts.tsv	31fd743ea7fed5016e7a973ac1009dfd	4234039	validated
35088c7e-99d5-46d4-a8df-ae85794c019b	35088c7e-99d5-46d4-a8df-ae85794c019b/64dcf9f2-ba3a-492d-9ac7-149cc86f2732.rna_seq.augmented_star_gene_counts.tsv	aee7c5c984569d11dac2751e9d9c29e7	4243599	validated
35e2ac4f-1f27-4c48-9a15-9bb66a81b6ac	35e2ac4f-1f27-4c48-9a15-9bb66a81b6ac/92aa0849-b81d-47b7-877a-7e1af6193053.rna_seq.augmented_star_gene_counts.tsv	b497d3a4aebd5dc79388bb52dbef0b78	4232700	validated
3946d6e3-4460-43f8-9c1b-defceee3fe4f	3946d6e3-4460-43f8-9c1b-defceee3fe4f/65ac44e1-923f-4d0a-aa08-50e92430a785.rna_seq.augmented_star_gene_counts.tsv	a1d21775f6b8e9dd77d812d7de557749	4237852	validated
3982f99d-d2ad-48cb-b3d5-840502c5bf53	3982f99d-d2ad-48cb-b3d5-840502c5bf53/7a24bded-097d-416c-952e-91ba909973d5.rna_seq.augmented_star_gene_counts.tsv	f514054ea8cecf7a6091d24a6c2c4ffe	4231600	validated
3af1813a-c75f-45d8-8289-d19e6979f919	3af1813a-c75f-45d8-8289-d19e6979f919/d7e25a74-df57-410a-852a-a9873910ec5e.rna_seq.augmented_star_gene_counts.tsv	93f2008c383c9fd88794311d2f9d9e49	4219816	validated
3d055cb9-0bad-46bf-8579-259aac4607a2	3d055cb9-0bad-46bf-8579-259aac4607a2/96209712-4352-493e-a9e2-f36f2130e3fe.rna_seq.augmented_star_gene_counts.tsv	1101283f0f6fd0c5922962a37be7992f	4245597	validated
3d21cf04-a049-44ce-b698-4c033cf1669c	3d21cf04-a049-44ce-b698-4c033cf1669c/53254141-2a2a-4524-8209-572831bd88a7.rna_seq.augmented_star_gene_counts.tsv	1b52d630dd7ac6944aaa04d1c6be53b9	4248737	validated
3e270d2f-1ba3-4c2f-8eaf-55b97080fdab	3e270d2f-1ba3-4c2f-8eaf-55b97080fdab/aca09caf-1047-4d60-8544-69ba12047a00.rna_seq.augmented_star_gene_counts.tsv	9b8857383e25ee7d3935730c76a5e8db	4248466	validated
3e88a838-0909-4b94-8747-9003414d422d	3e88a838-0909-4b94-8747-9003414d422d/cb605953-8860-4563-8e64-210c886b4d65.rna_seq.augmented_star_gene_counts.tsv	8fec9c0ecbda739b51850a3f553cda31	4234543	validated
3eb32ae7-a542-4c58-8394-fef21dbeaac7	3eb32ae7-a542-4c58-8394-fef21dbeaac7/9e5fbb22-7d22-48ae-b077-265c11863dd9.rna_seq.augmented_star_gene_counts.tsv	df625e4006e7f2a41fa132448465e978	4247285	validated
3f463d35-ef25-4e5f-9cea-81576d0fde07	3f463d35-ef25-4e5f-9cea-81576d0fde07/ee922546-b15e-4cc6-a715-5a396f14fcdd.rna_seq.augmented_star_gene_counts.tsv	5dec3f8f09d935a1a623f56c9b787d10	4264957	validated
3f69c795-598c-491f-b4ae-3812a974daa3	3f69c795-598c-491f-b4ae-3812a974daa3/153621f4-18e1-42fd-bcaf-4f256975eda6.rna_seq.augmented_star_gene_counts.tsv	2e87cbf27924cb47e760a5fb2baa56df	4244048	validated
40f2771e-e140-46ed-b472-91c0233e6528	40f2771e-e140-46ed-b472-91c0233e6528/c60e5bb7-e2f1-4583-a0eb-1584c45e8afd.rna_seq.augmented_star_gene_counts.tsv	e46f0a8074623334a1c41c6a411bc637	4255311	validated
425613bb-a981-4984-95d5-50839b89a04e	425613bb-a981-4984-95d5-50839b89a04e/8bc8bd50-aea9-422c-891e-f6d0f4ff7d33.rna_seq.augmented_star_gene_counts.tsv	791e1ff0f3508dee0a13c9db1496d213	4244822	validated
439c7ab0-445d-42e7-8be5-144db4245626	439c7ab0-445d-42e7-8be5-144db4245626/a81c54cd-5668-4e4c-b4c8-2322076cba16.rna_seq.augmented_star_gene_counts.tsv	020125347348f3dc9fbe2bcabbb485ae	4243288	validated
44f31ab7-9518-4b29-99fd-9b1247d9d189	44f31ab7-9518-4b29-99fd-9b1247d9d189/23c259f7-c595-41b2-8d82-b740879a3ff6.rna_seq.augmented_star_gene_counts.tsv	fe0ad3a458b52645ab5e2b8bc0f91090	4239187	validated
483e03f9-4112-4a4f-9b1b-c6330c4d7527	483e03f9-4112-4a4f-9b1b-c6330c4d7527/bcd0d8da-f633-4ee0-adf8-17692d14c20b.rna_seq.augmented_star_gene_counts.tsv	9a81bc2f75070c1825e938921350857f	4194175	validated
4a1c8620-73ce-4be9-ae64-589afb3007d9	4a1c8620-73ce-4be9-ae64-589afb3007d9/4ce54c3c-0ede-4921-8a6f-97478e184c7c.rna_seq.augmented_star_gene_counts.tsv	bd5a1ab2d86c06b9db9d1a8a563cd87c	4224043	validated
4be7003d-17f1-4c16-a8ef-d93a447f5a1d	4be7003d-17f1-4c16-a8ef-d93a447f5a1d/a79c34bc-b143-4850-87e8-1dfe7e0753f5.rna_seq.augmented_star_gene_counts.tsv	54e490c51165194600a5a4123847a906	4241919	validated
4d5b1ac7-1ed8-4ea7-bbaf-a83d1c5cddf3	4d5b1ac7-1ed8-4ea7-bbaf-a83d1c5cddf3/4271b388-e311-4cb1-8e89-f031f1a7e032.rna_seq.augmented_star_gene_counts.tsv	e186df583d97592d7648c0d19ec20f35	4214240	validated
4fb9dcda-853a-41e5-b840-8595f0c6927e	4fb9dcda-853a-41e5-b840-8595f0c6927e/e720a8b3-86ab-411f-87c4-4247529ce823.rna_seq.augmented_star_gene_counts.tsv	1e58e125019558595d272f4ba8dd1e22	4234447	validated
508e7f55-26a6-4281-88c9-5e35d59f56c2	508e7f55-26a6-4281-88c9-5e35d59f56c2/47b10cc3-496d-46c7-a9ef-392acb2f58d4.rna_seq.augmented_star_gene_counts.tsv	9e04f3c3d60e9fdbb0ec44c8eb88d23d	4235259	validated
50db8a7b-1d89-4c9a-a285-5de3c2bae5cf	50db8a7b-1d89-4c9a-a285-5de3c2bae5cf/bf1eeff9-7b55-4609-ab8a-003ce2727faa.rna_seq.augmented_star_gene_counts.tsv	6b3359434df736e4472a7bd886588f95	4214270	validated
541ae33d-b504-4c86-8758-20087845a579	541ae33d-b504-4c86-8758-20087845a579/ef46a73f-2576-4901-9781-701de30e2bdd.rna_seq.augmented_star_gene_counts.tsv	4aa7a325a002cc1a2854f7564a2d29b4	4240191	validated
574e18d7-010d-48e6-ba40-db3aa3540e34	574e18d7-010d-48e6-ba40-db3aa3540e34/2bce0622-0b73-468c-98b2-79483fe9688d.rna_seq.augmented_star_gene_counts.tsv	13e7adf44d35283af7588a388f582d6d	4232631	validated
580badbf-e323-43fc-b783-e89b52302d3b	580badbf-e323-43fc-b783-e89b52302d3b/ca2a821b-4283-4488-916d-273551088813.rna_seq.augmented_star_gene_counts.tsv	b975c0c7b0390e748f963cec862b5699	4233745	validated
588c9433-14c3-461e-8c00-013abd90eb1c	588c9433-14c3-461e-8c00-013abd90eb1c/2caf9104-4f92-4389-bf2a-c27ffe506f59.rna_seq.augmented_star_gene_counts.tsv	73966d9b999ad9a8cf8efbdc44bf0c75	4236451	validated
59c11d1d-90c4-4857-91e3-bc12183c6282	59c11d1d-90c4-4857-91e3-bc12183c6282/5a109534-610c-4baf-8391-392171c753bf.rna_seq.augmented_star_gene_counts.tsv	41d935e5391deaf1a6cd0bdd4668543e	4199980	validated
5cf04570-9415-4187-b8fc-4d0452c4d363	5cf04570-9415-4187-b8fc-4d0452c4d363/44619d19-8ff1-4dbc-a943-732ad6faaa72.rna_seq.augmented_star_gene_counts.tsv	81ed6f447922e4844bb68f0accac1473	4230750	validated
5dd598ff-58cf-4553-af71-2e0d80a04c08	5dd598ff-58cf-4553-af71-2e0d80a04c08/fbb8955a-12cc-4e48-b4ab-f1c612d56b8a.rna_seq.augmented_star_gene_counts.tsv	4bf0d1371018c0ece358fe6b48c8561b	4246764	validated
5efe330b-4d57-4b26-a732-7bcabab3b863	5efe330b-4d57-4b26-a732-7bcabab3b863/b274360b-05bd-4509-af48-9e7772d4ff97.rna_seq.augmented_star_gene_counts.tsv	703d009bb27ef442910fcafa4f234da7	4245637	validated
60a6a0c1-f871-43b7-94ae-668dfb7035f7	60a6a0c1-f871-43b7-94ae-668dfb7035f7/e33a7d0d-d750-4313-9f15-1ff4fcf15c0b.rna_seq.augmented_star_gene_counts.tsv	a24ce72e32e7b38531e488c43ba94b78	4237228	validated
6230d096-38d0-4945-ac66-3811160f11f6	6230d096-38d0-4945-ac66-3811160f11f6/1761b0c4-9fa5-4660-a9a4-0cb973e96f8d.rna_seq.augmented_star_gene_counts.tsv	b50777b3e1978cbc272bb36a69559cc1	4256773	validated
649f4d81-a634-4734-ba31-bdeb0877312a	649f4d81-a634-4734-ba31-bdeb0877312a/6813be8f-c90b-4505-9293-ed370e771ccf.rna_seq.augmented_star_gene_counts.tsv	f80ead63329f84fade11c2e856b8a5ec	4241169	validated
6604da06-00ac-4894-92c6-4a7c0b48acd3	6604da06-00ac-4894-92c6-4a7c0b48acd3/e1f5eba9-3575-499e-bd32-1f9d7e8c9d6a.rna_seq.augmented_star_gene_counts.tsv	875fa6cb0a7dc0798666ed351271c014	4237711	validated
6671afe0-b094-4d02-8bdf-02e6660cea94	6671afe0-b094-4d02-8bdf-02e6660cea94/1c6e7117-0a83-4b40-bbce-9cb537343333.rna_seq.augmented_star_gene_counts.tsv	49dcd2fd5cd6956ff51a8555caf57344	4235845	validated
688a1e70-9164-4ec3-abd6-6cb366d87f72	688a1e70-9164-4ec3-abd6-6cb366d87f72/893cdf5a-1670-44b2-b6b9-420f9d8f8baa.rna_seq.augmented_star_gene_counts.tsv	7eb5ca6a2fdb3f2efecde8310353e608	4230091	validated
68cae6f7-73dd-481d-aac9-dc023e6c12d6	68cae6f7-73dd-481d-aac9-dc023e6c12d6/13219a6d-7b1f-47c1-be99-30a1e13fcc1d.rna_seq.augmented_star_gene_counts.tsv	07d52a211581b9b7e81d7f01631aa5b0	4242805	validated
6adf699d-16b8-436b-add5-93045cdf9b1b	6adf699d-16b8-436b-add5-93045cdf9b1b/37fee99c-5651-4d5c-ae20-6cf661b96f68.rna_seq.augmented_star_gene_counts.tsv	c7275a6f072c841acb6fa0908dc011fb	4260822	validated
6ba6db00-39b0-4627-b5de-4438f75c5cf2	6ba6db00-39b0-4627-b5de-4438f75c5cf2/c1f4176e-f133-4888-a59c-0938932a7f5c.rna_seq.augmented_star_gene_counts.tsv	379481abba533f402e1e4b1d72cc445c	4242176	validated
6bda9845-af73-46b2-88fc-c02aadc99ee9	6bda9845-af73-46b2-88fc-c02aadc99ee9/f98d97db-fc5e-47e5-adce-3890392eea75.rna_seq.augmented_star_gene_counts.tsv	fd003bb85c4ca60fd43d9f31bf14d3e1	4248893	validated
6f4f4820-7c49-4b48-af6f-a2ab17347da7	6f4f4820-7c49-4b48-af6f-a2ab17347da7/e8edb04f-5c1b-423e-8f84-7bc77a5de9a8.rna_seq.augmented_star_gene_counts.tsv	693c55afe97571d18d6d488204331443	4241482	validated
715a5638-c83d-4beb-9caf-f01047ec7a81	715a5638-c83d-4beb-9caf-f01047ec7a81/254c37c1-6281-4a97-9dc1-31afd37830d0.rna_seq.augmented_star_gene_counts.tsv	29364235dcf2f52fe0c2366ab8e08a75	4238121	validated
739472cc-a30d-4e46-93cc-5ae08eb39f0a	739472cc-a30d-4e46-93cc-5ae08eb39f0a/afa6c687-a940-4482-8c76-4683dc9b3a6d.rna_seq.augmented_star_gene_counts.tsv	d6184f838351cd713ed886215f874d28	4249694	validated
74ee5cc4-2195-4d17-ae08-837b837373fd	74ee5cc4-2195-4d17-ae08-837b837373fd/f95a39e2-c8c6-4721-9a29-d178254eb901.rna_seq.augmented_star_gene_counts.tsv	1038c00da4464cee7b8fc95545c3182c	4237235	validated
74f8a777-aab6-4e45-b8b7-0bc69b28f809	74f8a777-aab6-4e45-b8b7-0bc69b28f809/efd6d79b-58d6-456a-b9c5-da8ee3e32ac7.rna_seq.augmented_star_gene_counts.tsv	3e97b1955993703777485ec902fa1431	4225649	validated
75b208f8-8cf4-4857-a717-707a65111282	75b208f8-8cf4-4857-a717-707a65111282/ad230bbb-3436-4c63-ac1c-fd5e676432df.rna_seq.augmented_star_gene_counts.tsv	904fb4dd70d00f82a290f63d066355ca	4241935	validated
75bca18c-55fd-4c78-bcac-543d64d55c28	75bca18c-55fd-4c78-bcac-543d64d55c28/1759258a-e562-458b-ba00-de2d766db773.rna_seq.augmented_star_gene_counts.tsv	7d0fcb6e25551bdceb29417f28dba2fe	4227874	validated
786ce56f-1b04-4941-a9ea-5722715d42f2	786ce56f-1b04-4941-a9ea-5722715d42f2/78b8fd46-5fe7-4d59-8619-ed4b4a8ff5d2.rna_seq.augmented_star_gene_counts.tsv	a110d728fd10239853b78f11f63b5981	4235443	validated
789ebf62-b31b-4ee1-86d5-b33b07d8bb33	789ebf62-b31b-4ee1-86d5-b33b07d8bb33/21a0337b-1967-4c99-986c-71786f20bc78.rna_seq.augmented_star_gene_counts.tsv	63dad3e7990f59a951f2f03fcc396e8a	4231675	validated
7ba9b358-398f-4bdc-9835-7ad743aaff69	7ba9b358-398f-4bdc-9835-7ad743aaff69/1953db7a-88ae-4d2e-be77-a1d09f4acd96.rna_seq.augmented_star_gene_counts.tsv	11f0e8de2b627384ea4c012db40b1b93	4241166	validated
7ca10400-9647-4766-98bf-b5c8130346d0	7ca10400-9647-4766-98bf-b5c8130346d0/a66b9c55-0fcb-4a4b-a470-ce31ab62f91c.rna_seq.augmented_star_gene_counts.tsv	8ebfc7bf9f18ee6c01c8dfc61226c826	4241418	validated
7cb069c7-4347-4d73-aad1-dee5cd15565b	7cb069c7-4347-4d73-aad1-dee5cd15565b/827973c5-466c-4098-8f33-e92a3b52160c.rna_seq.augmented_star_gene_counts.tsv	c0f5ad87ccfd2aca8f3c1fa283689f21	4240341	validated
7e1b5fe0-34c4-4144-9964-0f16e904dad0	7e1b5fe0-34c4-4144-9964-0f16e904dad0/ea6626d3-7799-4481-b545-f78988ed5ece.rna_seq.augmented_star_gene_counts.tsv	5944b11db31b298e7c6a99ae60ad2c50	4233809	validated
7e460f1a-71f3-4d86-a146-c2ee5704237b	7e460f1a-71f3-4d86-a146-c2ee5704237b/241fe50e-0427-443d-8b22-35d747c4d03b.rna_seq.augmented_star_gene_counts.tsv	9318513b8f6425a0b56486fbf27177c9	4222013	validated
7ed77068-1209-4a88-8896-201a5fca9cfa	7ed77068-1209-4a88-8896-201a5fca9cfa/7753edeb-4aba-4ddc-9032-569941d285dd.rna_seq.augmented_star_gene_counts.tsv	75c6df95e330c72f88a1d65a1a1614f0	4239836	validated
8044f5b4-6b45-408c-b0fe-059e773e401e	8044f5b4-6b45-408c-b0fe-059e773e401e/6e7fb389-a285-4c22-8d7a-a1fc10190c53.rna_seq.augmented_star_gene_counts.tsv	d4b0e7cdb52aa82565e1d8e71b680234	4253726	validated
812d3bd6-7bb6-4fb5-aac7-ffd7b4fcafed	812d3bd6-7bb6-4fb5-aac7-ffd7b4fcafed/fb46e88b-fc77-447a-aa41-a6791c0767e1.rna_seq.augmented_star_gene_counts.tsv	e28808ad30b5cf1038d8a1c9ca10cb87	4238774	validated
818a7d3a-8c14-4fd6-83f1-000cca2be04b	818a7d3a-8c14-4fd6-83f1-000cca2be04b/0dd7a05f-bbe4-4fd7-98cc-4b90568be8fc.rna_seq.augmented_star_gene_counts.tsv	4759e355520f6001a060d5ac244e0f9b	4243608	validated
84d8e8f1-fe75-46bb-9693-423d055c7fd1	84d8e8f1-fe75-46bb-9693-423d055c7fd1/6f02939a-7dc3-47d6-9376-87251ea37d42.rna_seq.augmented_star_gene_counts.tsv	f1fd900803c5582ded45679dd1de62e5	4235684	validated
86ed628c-fb1a-4505-b6e8-0cc72719840e	86ed628c-fb1a-4505-b6e8-0cc72719840e/592f9b63-6b4c-4d4d-b2dc-a061a109390b.rna_seq.augmented_star_gene_counts.tsv	58a70f840fbca254159df194b9673830	4230897	validated
87e328c3-6376-40f1-9305-b2ec852d81d2	87e328c3-6376-40f1-9305-b2ec852d81d2/68559fae-166e-41ce-be48-cd98d17f8777.rna_seq.augmented_star_gene_counts.tsv	79b0ace71892fd1819394e4480d749e6	4228108	validated
88b45a1d-4dd3-48cf-8615-76e5f9099a2c	88b45a1d-4dd3-48cf-8615-76e5f9099a2c/5a9a3685-e932-4571-a5e6-0f3752151571.rna_seq.augmented_star_gene_counts.tsv	0c2168757feb5b3d521f073d4b721d3e	4249229	validated
89ba298b-7453-494f-a80f-3cb8b8bbfdd0	89ba298b-7453-494f-a80f-3cb8b8bbfdd0/9328ab3a-5598-4d1d-8a48-d194b336c84e.rna_seq.augmented_star_gene_counts.tsv	5e46b95ec777986651693ed7339ff42c	4239808	validated
89ddb133-8f62-4be4-8569-bf184c94652d	89ddb133-8f62-4be4-8569-bf184c94652d/8a0383a7-bb13-4a38-9c88-842421b30a29.rna_seq.augmented_star_gene_counts.tsv	6c9c0cf850776ecacf3165130fa1e260	4240854	validated
8bff1374-4e7d-4229-afe3-94aaa2cea9e0	8bff1374-4e7d-4229-afe3-94aaa2cea9e0/68c6543a-fc7b-494e-96be-ed86b226446c.rna_seq.augmented_star_gene_counts.tsv	9ec6ffeba4ad90f0b667b4d9b5d9e091	4232507	validated
8c9053d8-cd32-42f2-a334-532b234edf2d	8c9053d8-cd32-42f2-a334-532b234edf2d/605193ac-e3ff-4401-9b5d-c8e76a980c37.rna_seq.augmented_star_gene_counts.tsv	816bb73cef3108ea952f631fe6e456c3	4215095	validated
8e33355f-179c-4184-a333-ca1f70978744	8e33355f-179c-4184-a333-ca1f70978744/66334760-e2e2-4068-84f2-ce49ecd473cb.rna_seq.augmented_star_gene_counts.tsv	061ff30b0b69a7f82febd6e8cd6b53b3	4257871	validated
8fafe83c-9f15-40c7-ae4e-f1955b8d17ee	8fafe83c-9f15-40c7-ae4e-f1955b8d17ee/8ccaefb1-3db4-464e-8559-d5bb0e0933eb.rna_seq.augmented_star_gene_counts.tsv	10fa2bbf078f3c15788d0a4051c2b377	4231405	validated
90321946-18e9-4ebb-9412-2b7b4bb7b1e4	90321946-18e9-4ebb-9412-2b7b4bb7b1e4/9ed859cc-42db-41aa-bda0-3248de0d84d4.rna_seq.augmented_star_gene_counts.tsv	e65fffef9221ac3cd0e74cc19622790f	4247089	validated
9043ee18-45f4-483e-91c2-b8dd175ac703	9043ee18-45f4-483e-91c2-b8dd175ac703/940696cf-f20c-4aa9-ad5c-479141132692.rna_seq.augmented_star_gene_counts.tsv	c74110d285850b81455e7278aecc3e4f	4233729	validated
